Country,Subregion,Region
,,,,,,,,,,Mayotte,Sub-Saharan Africa,Africa
,,,,,,,,,,Nigeria,Sub-Saharan Africa,Africa
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Mauritania,Sub-Saharan Africa,Africa
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Tunisia,Northern Africa,Africa
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Greece,Southern Europe,Europe
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Bangladesh,Southern Asia,Asia
,,,,,,,,,,Iran (Islamic Republic of),Southern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Israel,Western Asia,Asia
,,,,,,,,,,Lebanon,Western Asia,Asia
,,,,,,,,,,Syrian Arab Republic,Western Asia,Asia
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Thailand,South-eastern Asia,Asia
,,,,,,,,,,Tunisia,Northern Africa,Africa
,,,,,,,,,,Türkiye,Western Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Slovakia,Eastern Europe,Europe
,,,,,,,,,,Nigeria,Sub-Saharan Africa,Africa
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,United Republic of Tanzania,Sub-Saharan Africa,Africa
,,,,,,,,,,France,Western Europe,Europe
,,,,,,,,,,Sri Lanka,Southern Asia,Asia
,,,,,,,,,,Cambodia,South-eastern Asia,Asia
,,,,,,,,,,Thailand,South-eastern Asia,Asia
,,,,,,,,,,Viet Nam,South-eastern Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,El Salvador,Latin America and the Caribbean,Americas
,,,,,,,,,,Greece,Southern Europe,Europe
,,,,,,,,,,Türkiye,Western Asia,Asia
,,,,,,,,,,Mauritania,Sub-Saharan Africa,Africa
,,,,,,,,,,Senegal,Sub-Saharan Africa,Africa
,,,,,,,,,,Senegal,Sub-Saharan Africa,Africa
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Viet Nam,South-eastern Asia,Asia
,,,,,,,,,,Libya,Northern Africa,Africa
,,,,,,,,,,Ghana,Sub-Saharan Africa,Africa
,,,,,,,,,,Belize,Latin America and the Caribbean,Americas
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Costa Rica,Latin America and the Caribbean,Americas
,,,,,,,,,,Guatemala,Latin America and the Caribbean,Americas
,,,,,,,,,,Honduras,Latin America and the Caribbean,Americas
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Nicaragua,Latin America and the Caribbean,Americas
,,,,,,,,,,Panama,Latin America and the Caribbean,Americas
,,,,,,,,,,El Salvador,Latin America and the Caribbean,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Saint Vincent and the Grenadines,Latin America and the Caribbean,Americas
,,,,,,,,,,Ecuador,Latin America and the Caribbean,Americas
,,,,,,,,,,Guinea,Sub-Saharan Africa,Africa
,,,,,,,,,,Mauritania,Sub-Saharan Africa,Africa
,,,,,,,,,,Saint Lucia,Latin America and the Caribbean,Americas
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Mozambique,Sub-Saharan Africa,Africa
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Somalia,Sub-Saharan Africa,Africa
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,South Africa,Sub-Saharan Africa,Africa
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Guatemala,Latin America and the Caribbean,Americas
,,,,,,,,,,Honduras,Latin America and the Caribbean,Americas
,,,,,,,,,,Nicaragua,Latin America and the Caribbean,Americas
,,,,,,,,,,Panama,Latin America and the Caribbean,Americas
,,,,,,,,,,El Salvador,Latin America and the Caribbean,Americas
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Viet Nam,South-eastern Asia,Asia
,,,,,,,,,,Libya,Northern Africa,Africa
,,,,,,,,,,Greece,Southern Europe,Europe
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Nicaragua,Latin America and the Caribbean,Americas
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,Romania,Eastern Europe,Europe
,,,,,,,,,,Nigeria,Sub-Saharan Africa,Africa
,,,,,,,,,,Libya,Northern Africa,Africa
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Iran (Islamic Republic of),Southern Asia,Asia
,,,,,,,,,,Italy,Southern Europe,Europe
,,,,,,,,,,Uganda,Sub-Saharan Africa,Africa
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Tajikistan,Central Asia,Asia
,,,,,,,,,,Nigeria,Sub-Saharan Africa,Africa
,,,,,,,,,,Thailand,South-eastern Asia,Asia
,,,,,,,,,,Belgium,Western Europe,Europe
,,,,,,,,,,France,Western Europe,Europe
,,,,,,,,,,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe
,,,,,,,,,,Netherlands (Kingdom of the),Western Europe,Europe
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Italy,Southern Europe,Europe
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Iran (Islamic Republic of),Southern Asia,Asia
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Italy,Southern Europe,Europe
,,,,,,,,,,Viet Nam,South-eastern Asia,Asia
,,,,,,,,,,New Zealand,Australia and New Zealand,Oceania
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Sri Lanka,Southern Asia,Asia
,,,,,,,,,,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Russian Federation,Eastern Europe,Europe
,,,,,,,,,,Fiji,Melanesia,Oceania
,,,,,,,,,,Japan,Eastern Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Viet Nam,South-eastern Asia,Asia
,,,,,,,,,,Malaysia,South-eastern Asia,Asia
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,Thailand,South-eastern Asia,Asia
,,,,,,,,,,Ethiopia,Sub-Saharan Africa,Africa
,,,,,,,,,,Türkiye,Western Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Norway,Northern Europe,Europe
,,,,,,,,,,Algeria,Northern Africa,Africa
,,,,,,,,,,Papua New Guinea,Melanesia,Oceania
,,,,,,,,,,Croatia,Southern Europe,Europe
,,,,,,,,,,Russian Federation,Eastern Europe,Europe
,,,,,,,,,,Iran (Islamic Republic of),Southern Asia,Asia
,,,,,,,,,,Cameroon,Sub-Saharan Africa,Africa
,,,,,,,,,,Uganda,Sub-Saharan Africa,Africa
,,,,,,,,,,Tunisia,Northern Africa,Africa
,,,,,,,,,,Algeria,Northern Africa,Africa
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Cameroon,Sub-Saharan Africa,Africa
,,,,,,,,,,Australia,Australia and New Zealand,Oceania
,,,,,,,,,,Yemen,Western Asia,Asia
,,,,,,,,,,Türkiye,Western Asia,Asia
,,,,,,,,,,Mongolia,Eastern Asia,Asia
,,,,,,,,,,Zambia,Sub-Saharan Africa,Africa
,,,,,,,,,,Cabo Verde,Sub-Saharan Africa,Africa
,,,,,,,,,,Sudan,Northern Africa,Africa
,,,,,,,,,,Iran (Islamic Republic of),Southern Asia,Asia
,,,,,,,,,,Angola,Sub-Saharan Africa,Africa
,,,,,,,,,,Burkina Faso,Sub-Saharan Africa,Africa
,,,,,,,,,,Lesotho,Sub-Saharan Africa,Africa
,,,,,,,,,,Madagascar,Sub-Saharan Africa,Africa
,,,,,,,,,,Mauritania,Sub-Saharan Africa,Africa
,,,,,,,,,,Mali,Sub-Saharan Africa,Africa
,,,,,,,,,,Niger,Sub-Saharan Africa,Africa
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Mozambique,Sub-Saharan Africa,Africa
,,,,,,,,,,Kenya,Sub-Saharan Africa,Africa
,,,,,,,,,,Somalia,Sub-Saharan Africa,Africa
,,,,,,,,,,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas
,,,,,,,,,,Paraguay,Latin America and the Caribbean,Americas
,,,,,,,,,,Argentina,Latin America and the Caribbean,Americas
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Malaysia,South-eastern Asia,Asia
,,,,,,,,,,United Republic of Tanzania,Sub-Saharan Africa,Africa
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Bangladesh,Southern Asia,Asia
,,,,,,,,,,Namibia,Sub-Saharan Africa,Africa
,,,,,,,,,,Malaysia,South-eastern Asia,Asia
,,,,,,,,,,Spain,Southern Europe,Europe
,,,,,,,,,,Taiwan (Province of China),Eastern Asia,Asia
,,,,,,,,,,Japan,Eastern Asia,Asia
,,,,,,,,,,Albania,Southern Europe,Europe
,,,,,,,,,,Bulgaria,Eastern Europe,Europe
,,,,,,,,,,Serbia,Southern Europe,Europe
,,,,,,,,,,Thailand,South-eastern Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Sri Lanka,Southern Asia,Asia
,,,,,,,,,,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas
,,,,,,,,,,Malaysia,South-eastern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Ecuador,Latin America and the Caribbean,Americas
,,,,,,,,,,Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas
,,,,,,,,,,Madagascar,Sub-Saharan Africa,Africa
,,,,,,,,,,Mozambique,Sub-Saharan Africa,Africa
,,,,,,,,,,Eswatini,Sub-Saharan Africa,Africa
,,,,,,,,,,South Africa,Sub-Saharan Africa,Africa
,,,,,,,,,,Zimbabwe,Sub-Saharan Africa,Africa
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Syrian Arab Republic,Western Asia,Asia
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Cuba,Latin America and the Caribbean,Americas
,,,,,,,,,,Cameroon,Sub-Saharan Africa,Africa
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,Ukraine,Eastern Europe,Europe
,,,,,,,,,,Libya,Northern Africa,Africa
,,,,,,,,,,Australia,Australia and New Zealand,Oceania
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Uganda,Sub-Saharan Africa,Africa
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,France,Western Europe,Europe
,,,,,,,,,,Paraguay,Latin America and the Caribbean,Americas
,,,,,,,,,,Chile,Latin America and the Caribbean,Americas
,,,,,,,,,,Fiji,Melanesia,Oceania
,,,,,,,,,,Morocco,Northern Africa,Africa
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,South Africa,Sub-Saharan Africa,Africa
,,,,,,,,,,Switzerland,Western Europe,Europe
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Mozambique,Sub-Saharan Africa,Africa
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Madagascar,Sub-Saharan Africa,Africa
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Ecuador,Latin America and the Caribbean,Americas
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,Iran (Islamic Republic of),Southern Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,Australia,Australia and New Zealand,Oceania
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Japan,Eastern Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas
,,,,,,,,,,Italy,Southern Europe,Europe
,,,,,,,,,,Egypt,Northern Africa,Africa
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Italy,Southern Europe,Europe
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Morocco,Northern Africa,Africa
,,,,,,,,,,Burkina Faso,Sub-Saharan Africa,Africa
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Australia,Australia and New Zealand,Oceania
,,,,,,,,,,New Caledonia,Melanesia,Oceania
,,,,,,,,,,Ecuador,Latin America and the Caribbean,Americas
,,,,,,,,,,Egypt,Northern Africa,Africa
,,,,,,,,,,Yemen,Western Asia,Asia
,,,,,,,,,,Argentina,Latin America and the Caribbean,Americas
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Tunisia,Northern Africa,Africa
,,,,,,,,,,Algeria,Northern Africa,Africa
,,,,,,,,,,Equatorial Guinea,Sub-Saharan Africa,Africa
,,,,,,,,,,Greece,Southern Europe,Europe
,,,,,,,,,,Türkiye,Western Asia,Asia
,,,,,,,,,,South Sudan,Sub-Saharan Africa,Africa
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas
,,,,,,,,,,Argentina,Latin America and the Caribbean,Americas
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,Afghanistan,Southern Asia,Asia
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Mongolia,Eastern Asia,Asia
,,,,,,,,,,Angola,Sub-Saharan Africa,Africa
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Australia,Australia and New Zealand,Oceania
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,Thailand,South-eastern Asia,Asia
,,,,,,,,,,Viet Nam,South-eastern Asia,Asia
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Australia,Australia and New Zealand,Oceania
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Timor-Leste,South-eastern Asia,Asia
,,,,,,,,,,Bangladesh,Southern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Taiwan (Province of China),Eastern Asia,Asia
,,,,,,,,,,United Republic of Tanzania,Sub-Saharan Africa,Africa
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Bangladesh,Southern Asia,Asia
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Haiti,Latin America and the Caribbean,Americas
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Japan,Eastern Asia,Asia
,,,,,,,,,,Saint Vincent and the Grenadines,Latin America and the Caribbean,Americas
,,,,,,,,,,Djibouti,Sub-Saharan Africa,Africa
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Egypt,Northern Africa,Africa
,,,,,,,,,,Sierra Leone,Sub-Saharan Africa,Africa
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Iran (Islamic Republic of),Southern Asia,Asia
,,,,,,,,,,Viet Nam,South-eastern Asia,Asia
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Nigeria,Sub-Saharan Africa,Africa
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Egypt,Northern Africa,Africa
,,,,,,,,,,Tunisia,Northern Africa,Africa
,,,,,,,,,,Bhutan,Southern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Kenya,Sub-Saharan Africa,Africa
,,,,,,,,,,Burundi,Sub-Saharan Africa,Africa
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Guatemala,Latin America and the Caribbean,Americas
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Palau,Micronesia,Oceania
,,,,,,,,,,Cambodia,South-eastern Asia,Asia
,,,,,,,,,,Angola,Sub-Saharan Africa,Africa
,,,,,,,,,,Somalia,Sub-Saharan Africa,Africa
,,,,,,,,,,Uganda,Sub-Saharan Africa,Africa
,,,,,,,,,,Guinea,Sub-Saharan Africa,Africa
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Bangladesh,Southern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Sri Lanka,Southern Asia,Asia
,,,,,,,,,,Maldives,Southern Asia,Asia
,,,,,,,,,,Sri Lanka,Southern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Iran (Islamic Republic of),Southern Asia,Asia
,,,,,,,,,,Afghanistan,Southern Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas
,,,,,,,,,,Yemen,Western Asia,Asia
,,,,,,,,,,Tunisia,Northern Africa,Africa
,,,,,,,,,,Tajikistan,Central Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Slovakia,Eastern Europe,Europe
,,,,,,,,,,Ecuador,Latin America and the Caribbean,Americas
,,,,,,,,,,Kenya,Sub-Saharan Africa,Africa
,,,,,,,,,,Rwanda,Sub-Saharan Africa,Africa
,,,,,,,,,,United Republic of Tanzania,Sub-Saharan Africa,Africa
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Rwanda,Sub-Saharan Africa,Africa
,,,,,,,,,,Uganda,Sub-Saharan Africa,Africa
,,,,,,,,,,Malaysia,South-eastern Asia,Asia
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Italy,Southern Europe,Europe
,,,,,,,,,,Guinea-Bissau,Sub-Saharan Africa,Africa
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Russian Federation,Eastern Europe,Europe
,,,,,,,,,,Bangladesh,Southern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Nigeria,Sub-Saharan Africa,Africa
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,New Zealand,Australia and New Zealand,Oceania
,,,,,,,,,,Guatemala,Latin America and the Caribbean,Americas
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Bhutan,Southern Asia,Asia
,,,,,,,,,,Nepal,Southern Asia,Asia
,,,,,,,,,,Zambia,Sub-Saharan Africa,Africa
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Myanmar,South-eastern Asia,Asia
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,New Zealand,Australia and New Zealand,Oceania
,,,,,,,,,,France,Western Europe,Europe
,,,,,,,,,,Ukraine,Eastern Europe,Europe
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Guyana,Latin America and the Caribbean,Americas
,,,,,,,,,,Lao People's Democratic Republic,South-eastern Asia,Asia
,,,,,,,,,,Viet Nam,South-eastern Asia,Asia
,,,,,,,,,,Panama,Latin America and the Caribbean,Americas
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,Australia,Australia and New Zealand,Oceania
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Taiwan (Province of China),Eastern Asia,Asia
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Ethiopia,Sub-Saharan Africa,Africa
,,,,,,,,,,Ghana,Sub-Saharan Africa,Africa
,,,,,,,,,,Romania,Eastern Europe,Europe
,,,,,,,,,,Czechia,Eastern Europe,Europe
,,,,,,,,,,Poland,Eastern Europe,Europe
,,,,,,,,,,Canada,Northern America,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Sudan,Northern Africa,Africa
,,,,,,,,,,Switzerland,Western Europe,Europe
,,,,,,,,,,Germany,Western Europe,Europe
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Canada,Northern America,Americas
,,,,,,,,,,Canada,Northern America,Americas
,,,,,,,,,,Cyprus,Western Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Japan,Eastern Asia,Asia
,,,,,,,,,,Barbados,Latin America and the Caribbean,Americas
,,,,,,,,,,Cuba,Latin America and the Caribbean,Americas
,,,,,,,,,,Dominican Republic,Latin America and the Caribbean,Americas
,,,,,,,,,,Haiti,Latin America and the Caribbean,Americas
,,,,,,,,,,Saint Lucia,Latin America and the Caribbean,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Saint Vincent and the Grenadines,Latin America and the Caribbean,Americas
,,,,,,,,,,Tunisia,Northern Africa,Africa
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Nepal,Southern Asia,Asia
,,,,,,,,,,Chad,Sub-Saharan Africa,Africa
,,,,,,,,,,Thailand,South-eastern Asia,Asia
,,,,,,,,,,Algeria,Northern Africa,Africa
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Chile,Latin America and the Caribbean,Americas
,,,,,,,,,,Bangladesh,Southern Asia,Asia
,,,,,,,,,,Russian Federation,Eastern Europe,Europe
,,,,,,,,,,Suriname,Latin America and the Caribbean,Americas
,,,,,,,,,,Sri Lanka,Southern Asia,Asia
,,,,,,,,,,Malaysia,South-eastern Asia,Asia
,,,,,,,,,,Türkiye,Western Asia,Asia
,,,,,,,,,,Algeria,Northern Africa,Africa
,,,,,,,,,,Tajikistan,Central Asia,Asia
,,,,,,,,,,Japan,Eastern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas
,,,,,,,,,,Iraq,Western Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Austria,Western Europe,Europe
,,,,,,,,,,Belgium,Western Europe,Europe
,,,,,,,,,,Switzerland,Western Europe,Europe
,,,,,,,,,,Czechia,Eastern Europe,Europe
,,,,,,,,,,Germany,Western Europe,Europe
,,,,,,,,,,France,Western Europe,Europe
,,,,,,,,,,Italy,Southern Europe,Europe
,,,,,,,,,,Luxembourg,Western Europe,Europe
,,,,,,,,,,Netherlands (Kingdom of the),Western Europe,Europe
,,,,,,,,,,Poland,Eastern Europe,Europe
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Kyrgyzstan,Central Asia,Asia
,,,,,,,,,,Uzbekistan,Central Asia,Asia
,,,,,,,,,,Gambia,Sub-Saharan Africa,Africa
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Côte d’Ivoire,Sub-Saharan Africa,Africa
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Liberia,Sub-Saharan Africa,Africa
,,,,,,,,,,Kenya,Sub-Saharan Africa,Africa
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Oman,Western Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Iran (Islamic Republic of),Southern Asia,Asia
,,,,,,,,,,Mali,Sub-Saharan Africa,Africa
,,,,,,,,,,Tajikistan,Central Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Italy,Southern Europe,Europe
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Belgium,Western Europe,Europe
,,,,,,,,,,France,Western Europe,Europe
,,,,,,,,,,Croatia,Southern Europe,Europe
